race_id,race_name,course,date,type,class,pattern,aver_or,total_prize
rac_11237291,Signhouse UK And Yorkshire Air Ambulance Novice Stakes,Doncaster,2024-04-27,Flat,Class 5,,0.0,7362.4
rac_11237278,RBC Brewin Dolphin Handicap,Doncaster,2024-04-27,Flat,Class 5,,72.57142857142857,8263.08
rac_11237265,Daniel Thwaites Derby Fillies' Handicap,Doncaster,2024-04-27,Flat,Class 5,,65.125,8263.08
rac_11237252,Five Rise Contractors And Bentley Drains EBF Premier Fillies' Handicap,Doncaster,2024-04-27,Flat,Class 3,,84.0,19674.0
rac_11237239,Park Lodge Hot Shots Handicap,Doncaster,2024-04-27,Flat,Class 3,,83.8125,18100.079999999998
rac_11236238,bet365 Handicap Hurdle (GBB Race),Sandown,2024-04-27,Hurdle,Class 2,,130.94117647058823,34429.5
rac_11236212,bet365 Select Hurdle  (GBB Race),Sandown,2024-04-27,Hurdle,Class 1,Grade 2,152.125,78696.0
rac_11236186,bet365 Novices' Championship Final Handicap Hurdle (GBB Race),Sandown,2024-04-27,Hurdle,Class 2,,122.75,98370.0
rac_11264396,Navan Handicap,Navan (IRE),2024-04-27,Flat,,,85.625,0.0
rac_11264383,SBK Betting Podcast Handicap,Navan (IRE),2024-04-27,Flat,,,68.57894736842105,0.0
rac_11264370,SBK Vintage Crop Stakes (),Navan (IRE),2024-04-27,Flat,,Listed,103.57142857142857,0.0
rac_11264357,Irish Stallion Farms EBF 3yo Spring Series Median Auction Maiden,Navan (IRE),2024-04-27,Flat,,,6.666666666666667,0.0
rac_11264344,Irish Stallion Farms EBF Salsabil Stakes,Navan (IRE),2024-04-27,Flat,,Group 3,28.142857142857142,0.0
rac_11264331,Space Traveller Irish EBF Committed Stakes ,Navan (IRE),2024-04-27,Flat,,Listed,86.23076923076923,0.0
rac_11264318,Irish Stallion Farms EBF Maiden,Navan (IRE),2024-04-27,Flat,,,0.0,0.0
rac_11264305,Kilberry Apprentice Handicap,Navan (IRE),2024-04-27,Flat,,,64.42857142857143,0.0
rac_11272781,Get Emma's Offers At Planet Sport Bet Handicap (Div II),Southwell (AW),2024-04-28,Flat,Class 4,,78.4,19674.0
rac_11272768,everytip.com - Racing Tips Handicap (Div II),Bath,2024-04-28,Flat,Class 6,,55.666666666666664,5607.09
rac_11240138,Get Emma's Offers At Planet Sport Bet Handicap (Div I),Southwell (AW),2024-04-28,Flat,Class 4,,80.0,19674.0
rac_11240125,Race By Race Southwell Specials @planetsportbet Handicap,Southwell (AW),2024-04-28,Flat,Class 4,,76.57142857142857,19674.0
rac_11240112,Download The Planet Sport Bet App Handicap,Southwell (AW),2024-04-28,Flat,Class 3,,83.25,27051.75
rac_11240099,Boost Your Football Acca At Planet Sport Bet Novice Stakes (GBB Race),Southwell (AW),2024-04-28,Flat,Class 3,,0.0,27051.75
rac_11240086,Best Odds Guaranteed At Planet Sport Bet Fillies' Handicap,Southwell (AW),2024-04-28,Flat,Class 3,,82.22222222222223,27051.75
rac_11240073,Read Harry Cobden's Blog At Planet Sport Bet Handicap,Southwell (AW),2024-04-28,Flat,Class 3,,87.45454545454545,27051.75
rac_11240060,Liz And Izzy's Hoap Podcast Handicap,Southwell (AW),2024-04-28,Flat,Class 2,,89.44444444444444,73777.5
rac_11237772,Best Odds Guaranteed Daily At Vickers.Bet Handicap,Wetherby,2024-04-28,Flat,Class 6,,55.4,7525.3
rac_11237759,wetherbyracing.co.uk Handicap,Wetherby,2024-04-28,Flat,Class 6,,57.57142857142857,7525.3
rac_11237746,Constant Security Services Handicap,Wetherby,2024-04-28,Flat,Class 6,,60.857142857142854,7525.3
rac_11237733,Burrows Mazda York Fillies' Novice Stakes (GBB Race),Wetherby,2024-04-28,Flat,Class 5,,0.0,7869.6
rac_11237720,Join The Vickers.Bet Free Bet Club Novice Stakes,Wetherby,2024-04-28,Flat,Class 5,,0.0,7869.6
rac_11237707,Vickers.Bet Proudly Supporting British Racing Handicap,Wetherby,2024-04-28,Flat,Class 4,,75.0,11951.95
rac_11237694,Vickers.Bet Handicap,Wetherby,2024-04-28,Flat,Class 5,,69.72727272727273,11951.95
rac_11237681,Betting.bet Betting Offers Handicap,Bath,2024-04-28,Flat,Class 5,,67.61538461538461,6984.2699999999995
rac_11237668,everytip.com - Racing Tips Handicap (Div I),Bath,2024-04-28,Flat,Class 6,,55.6,5607.09
rac_11237655,Betting.bet Free Bets Handicap,Bath,2024-04-28,Flat,Class 5,,67.0,6331.07
rac_11237642,nagsbet.com £10 Free Bet Handicap,Bath,2024-04-28,Flat,Class 5,,68.0,6984.2699999999995
rac_11237629,Betting.bet Win £50 Handicap,Bath,2024-04-28,Flat,Class 5,,68.0,6984.2699999999995
rac_11237616,Betting.bet New Betting Sites Fillies' Restricted Novice Stakes (Bands B C And D) (GBB Race),Bath,2024-04-28,Flat,Class 5,,13.777777777777779,7181.01
rac_11237603,Paradiso Blinds Handicap,Bath,2024-04-28,Flat,Class 4,,79.5,9345.15
rac_11273496,Jean & Leslie Spencer Memorial Maiden Stakes (GBB Race) (Div II),Windsor,2024-04-29,Flat,Class 5,,0.0,7869.6
rac_11273483,Get Raceday Ready Handicap (Div II),Wolverhampton (AW),2024-04-29,Flat,Class 6,,56.111111111111114,5607.09
rac_11273470,Yeeehaaa.Bet Handicap (Div II),Southwell (AW),2024-04-29,Flat,Class 6,,48.77777777777778,5607.09
rac_11240320,Get Raceday Ready Handicap (Div I),Wolverhampton (AW),2024-04-29,Flat,Class 6,,55.375,5607.09
rac_11240307,Download The Raceday Ready App Handicap,Wolverhampton (AW),2024-04-29,Flat,Class 6,,55.857142857142854,5607.09
rac_11240294,Tips For Every Race At raceday-ready.com Fillies' Handicap,Wolverhampton (AW),2024-04-29,Flat,Class 5,,72.0,6984.2699999999995
rac_11240281,Free Digital Racecard At raceday-ready.com Handicap,Wolverhampton (AW),2024-04-29,Flat,Class 5,,66.0,6767.01
rac_11240268,"Get The Inside Track With raceday-ready.com ""Confined"" Handicap",Wolverhampton (AW),2024-04-29,Flat,Class 5,,65.75,6984.2699999999995
rac_11240255,Download The Racecourse App Raceday-Ready Handicap,Wolverhampton (AW),2024-04-29,Flat,Class 5,,67.25,6767.01
rac_11240242,Download The Raceday Ready App Restricted Novice Stakes (For horses In Bands B C And D) (GBB Race),Wolverhampton (AW),2024-04-29,Flat,Class 5,,8.625,7181.01
rac_11240229,Best Odds Guaranteed At Yeeehaaa.Bet Handicap,Southwell (AW),2024-04-29,Flat,Class 6,,57.4,5607.09
rac_11240216,Yeeehaaa.Bet Handicap (Div I),Southwell (AW),2024-04-29,Flat,Class 6,,48.666666666666664,5607.09
rac_11240203,Download The Yeeehaaa.Bet App Handicap,Southwell (AW),2024-04-29,Flat,Class 6,,51.15384615384615,5607.09
rac_11240190,Bet £10 Get £10 At Yeeehaaa.Bet Handicap,Southwell (AW),2024-04-29,Flat,Class 5,,73.0,6984.2699999999995
rac_11240177,Join Southwell Golf Handicap,Southwell (AW),2024-04-29,Flat,Class 5,,65.28571428571429,6984.2699999999995
rac_11240164,Follow Us On X @yeeehaaabet Novice Stakes (GBB Race),Southwell (AW),2024-04-29,Flat,Class 5,,0.0,7181.01
rac_11240151,British EBF Novice Stakes (GBB Race),Southwell (AW),2024-04-29,Flat,Class 4,,0.0,9492.7
rac_11237954,Get The Inside Track With raceday-ready.com Handicap,Windsor,2024-04-29,Flat,Class 6,,56.083333333333336,7082.64
rac_11237941,British Stallion Studs EBF Maiden Stakes (GBB Race),Windsor,2024-04-29,Flat,Class 5,,0.0,7869.6
rac_11237928,Jean & Leslie Spencer Memorial Maiden Stakes (GBB Race) (Div I),Windsor,2024-04-29,Flat,Class 5,,0.0,7869.6
rac_11237915,Jules Gozo Holidays Leading Villa Specialists Handicap,Windsor,2024-04-29,Flat,Class 5,,64.125,8263.08
rac_11237902,"Castle Hotel ""Steaks"" Fillies' Handicap",Windsor,2024-04-29,Flat,Class 5,,64.75,8263.08
rac_11237889,Tips For Every Race At raceday-ready.com Handicap,Windsor,2024-04-29,Flat,Class 5,,70.16666666666667,8263.08
rac_11237876,Gilbey's Bar Restaurant & Townhouse Eton Handicap,Windsor,2024-04-29,Flat,Class 4,,77.75,10623.960000000001
rac_11237863,"Virgin Bet Daily Price Boosts ""Confined"" Handicap (For horses Which Have Won No More Than One Race)",Ayr,2024-04-29,Flat,Class 6,,52.0,6885.900000000001
rac_11237850,Virgin Bet Daily Extra Places Apprentice Handicap,Ayr,2024-04-29,Flat,Class 6,,54.125,6885.900000000001
rac_11237837,Virgin Bet Fives Handicap,Ayr,2024-04-29,Flat,Class 6,,56.57142857142857,6885.900000000001
rac_11237824,Virgin Bet Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Ayr,2024-04-29,Flat,Class 5,,0.0,7869.6
rac_11237811,Virgin Bet Best Odds Daily Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Ayr,2024-04-29,Flat,Class 5,,0.0,7869.6
rac_11237798,Virgin Bet Handicap,Ayr,2024-04-29,Flat,Class 5,,70.33333333333333,7869.599999999999
rac_11237785,Virgin Bet Every Saturday Money Back Handicap,Ayr,2024-04-29,Flat,Class 4,,72.92857142857143,9492.7
rac_11273457,Best Of Luck To Our Neighbours Punchestown Ahead Of The 2024 Festival Handicap (Div II),Naas (IRE),2024-04-29,Flat,,,58.73684210526316,0.0
rac_11271234,Best Of Luck To Our Neighbours Punchestown Ahead Of The 2024 Festival Handicap (Div I),Naas (IRE),2024-04-29,Flat,,,55.73684210526316,0.0
rac_11271221,Naas Racecourse Business Club Blackwater Handicap,Naas (IRE),2024-04-29,Flat,,,84.66666666666667,0.0
rac_11271208,Race & Stay Fillies Maiden,Naas (IRE),2024-04-29,Flat,,,6.333333333333333,0.0
rac_11271195,Anglesey Lodge Equine Hospital Woodlands Stakes (),Naas (IRE),2024-04-29,Flat,,Listed,102.3,0.0
rac_11271182,Naas Racecourse Centenary Year Handicap,Naas (IRE),2024-04-29,Flat,,,87.78571428571429,0.0
rac_11271169,Book Your Summer Season BBQ Packages At Naas Racecourse Handicap,Naas (IRE),2024-04-29,Flat,,,75.5,0.0
rac_11271156,Irish Stallion Farms EBF Fillies Maiden (IRE Incentive Race),Naas (IRE),2024-04-29,Flat,,,0.0,0.0
rac_11238318,Old Ship Brightons Oldest Hotel Handicap,Brighton,2024-04-30,Flat,Class 6,,52.583333333333336,5607.09
rac_11238305,Brightons Antiques Collectables And Vintage Fair Handicap,Brighton,2024-04-30,Flat,Class 6,,49.81818181818182,5607.09
rac_11238292,15th Century Old Ship Hotel Brighton Handicap,Brighton,2024-04-30,Flat,Class 6,,48.42857142857143,5607.09
rac_11238279,Streamline 202020 The Citys No 1 Handicap,Brighton,2024-04-30,Flat,Class 6,,55.75,5607.09
rac_11238266,Streamline 202020 Leading The Way Maiden Stakes (GBB Race),Brighton,2024-04-30,Flat,Class 5,,28.4,7869.6
rac_11238253,Donatello Brighton Italian Restaurant donatello.co.uk Apprentice Handicap,Brighton,2024-04-30,Flat,Class 5,,71.0,8656.56
rac_11238240,British Stallion Studs EBF Fillies' Handicap,Brighton,2024-04-30,Flat,Class 3,,77.28571428571429,24592.5
rac_11238227,"Join Moulton Racing Syndicate ""Confined"" Handicap (For Horses Which Have Won No More Than One Race)",Yarmouth,2024-04-30,Flat,Class 6,,59.77777777777778,7082.64
rac_11238214,Get Raceday Ready Handicap,Yarmouth,2024-04-30,Flat,Class 6,,61.888888888888886,7082.64
rac_11238201,QuinnBet Acca Bonus Handicap,Yarmouth,2024-04-30,Flat,Class 6,,59.77777777777778,7082.64
rac_11238188,Download The QuinnBet App Maiden Fillies' Stakes (GBB Race),Yarmouth,2024-04-30,Flat,Class 5,,0.0,7869.6
rac_11238175,QuinnBet Best Odds Guaranteed Maiden Stakes (GBB Race),Yarmouth,2024-04-30,Flat,Class 5,,8.727272727272727,7869.6
rac_11238162,QuinnBet Fillies' Handicap,Yarmouth,2024-04-30,Flat,Class 4,,78.9,10623.960000000001
rac_11238149,QuinnBet Daily Free Bet Handicap,Yarmouth,2024-04-30,Flat,Class 4,,71.92307692307692,10623.960000000001
rac_11238045,Start Racing TV Free Trial Now Handicap,Catterick,2024-04-30,Flat,Class 6,,49.92307692307692,6885.900000000001
rac_11238032,Racing TV Free Trial Handicap,Catterick,2024-04-30,Flat,Class 6,,58.0,6885.900000000001
rac_11238019,Download The Raceday Ready App Handicap,Catterick,2024-04-30,Flat,Class 6,,50.357142857142854,6885.900000000001
rac_11238006,Visit racingtv.com Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),Catterick,2024-04-30,Flat,Class 5,,0.0,7377.75
rac_11237993,Join Racing TV Now Apprentice Handicap,Catterick,2024-04-30,Flat,Class 5,,68.33333333333333,7869.599999999999
rac_11237980,Book Now For 8th June Handicap,Catterick,2024-04-30,Flat,Class 5,,63.55555555555556,7869.599999999999
rac_11237967,racingtv.com Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Catterick,2024-04-30,Flat,Class 4,,11.666666666666666,9837.0
rac_11272287,Kildare Hunt Club Cross Country Chase for the Ladies Perpetual Cup,Punchestown (IRE),2024-04-30,Chase,,,0.0,0.0
rac_11257909,Dooley Insurance Group Champion Novice Chase,Punchestown (IRE),2024-04-30,Chase,,Grade 1,127.85714285714286,0.0
rac_11257896,William Hill Champion Chase,Punchestown (IRE),2024-04-30,Chase,,Grade 1,157.33333333333334,0.0
rac_11241776,Goffs Defender Bumper,Punchestown (IRE),2024-04-30,Flat,,,0.0,0.0
rac_11272313,Killashee Hotel Handicap Hurdle (),Punchestown (IRE),2024-04-30,Hurdle,,Listed,133.04166666666666,0.0
rac_11272300,Blood-Stock.com Full Circle Series Final Handicap Hurdle,Punchestown (IRE),2024-04-30,Hurdle,,,112.95833333333333,0.0
rac_11257883,KPMG Champion Novice Hurdle,Punchestown (IRE),2024-04-30,Hurdle,,Grade 1,143.22222222222223,0.0
rac_11272326,Haier INH Flat Race,Punchestown (IRE),2024-04-30,NH Flat,,,0.0,0.0
rac_11273990,Naas Racecourse Handicap (Div II),Ascot,2024-05-01,Flat,Class 4,,81.25,14755.5
rac_11240489,Download The Raceday Ready App Handicap,Wolverhampton (AW),2024-05-01,Flat,Class 6,,64.5,5432.67
rac_11240476,Get Raceday Ready Handicap,Wolverhampton (AW),2024-05-01,Flat,Class 6,,56.2,5607.09
rac_11240463,Tips For Every Race At raceday-ready.com Handicap,Wolverhampton (AW),2024-05-01,Flat,Class 6,,58.0,5607.09
rac_11240450,Get The Inside Track With raceday-ready.com Amateur Jockeys' Handicap,Wolverhampton (AW),2024-05-01,Flat,Class 6,,52.666666666666664,5486.25
rac_11240437,Free Digital Racecard At raceday-ready.com Fillies' Handicap,Wolverhampton (AW),2024-05-01,Flat,Class 5,,65.42857142857143,6984.2699999999995
rac_11240424,Download The Racecourse App Raceday Ready Restricted Maiden Fillies' Stakes (Bands C/D) (GBB),Wolverhampton (AW),2024-05-01,Flat,Class 5,,0.0,7181.01
rac_11240411,Unibet Zero% Mission/EBF Restricted Maiden Fillies' Stakes (Bands B/C/D) (EBF Qualifier) (GBB),Kempton (AW),2024-05-01,Flat,Class 5,,0.0,6885.9
rac_11240398,Racing TV Restricted Maiden Fillies' Stakes (For horses In Bands C/D) (GBB Race),Kempton (AW),2024-05-01,Flat,Class 5,,0.0,6885.900000000001
rac_11240385,Unibet More Extra Place Races Apprentice Handicap,Kempton (AW),2024-05-01,Flat,Class 5,,66.14285714285714,7869.599999999999
rac_11240372,Try Unibet's New Acca Boosts Handicap,Kempton (AW),2024-05-01,Flat,Class 4,,75.9,10820.699999999999
rac_11240359,Try Unibet's Improved Bet Builder Handicap (London Mile Series Qualifier),Kempton (AW),2024-05-01,Flat,Class 4,,80.0,10820.699999999999
rac_11240346,Charlotte James-Reid Thank You & Farewell Handicap,Kempton (AW),2024-05-01,Flat,Class 4,,76.42857142857143,10820.699999999999
rac_11240333,Unibet More Boosts In More Races Handicap (A Jockey Club Grassroots Mile & London Mile Series Qual'),Kempton (AW),2024-05-01,Flat,Class 4,,76.57142857142857,10820.699999999999
rac_11238578,Trustees Of The National Horseracing College Handicap,Pontefract,2024-05-01,Flat,Class 6,,52.166666666666664,5902.2
rac_11238565,Sir Peter O'Sullevan Charitable Trust Supports NHC Handicap,Pontefract,2024-05-01,Flat,Class 5,,73.0,6885.900000000001
rac_11238552,Fleet Finders Supports The National Horseracing College EBF Maiden Stakes (GBB Race),Pontefract,2024-05-01,Flat,Class 5,,27.0,6442.1
rac_11238539,National Horseracing College Handicap,Pontefract,2024-05-01,Flat,Class 5,,67.11111111111111,7869.599999999999
rac_11238526,Northern Commercials New Buy From Stock EBF Restricted Maiden Stakes (Qual) (GBB/IRE Incentive Race),Pontefract,2024-05-01,Flat,Class 4,,0.0,8853.3
rac_11238513,Go Racing In Yorkshire Future Stars Apprentice Handicap (Yorkshire Future Stars App' Series Round 3),Pontefract,2024-05-01,Flat,Class 4,,74.6,9837.0
rac_11238500,Nars Supports The NHC Handicap,Pontefract,2024-05-01,Flat,Class 4,,79.66666666666667,9837.0
rac_11238487,Naas Racecourse Handicap (Div I),Ascot,2024-05-01,Flat,Class 4,,82.25,14755.5
rac_11238474,Royal Ascot Two-Year-Old Trial EBF Conditions Stakes (GBB Race),Ascot,2024-05-01,Flat,Class 2,,0.0,19674.0
rac_11238461,Manny Mercer Apprentice Handicap,Ascot,2024-05-01,Flat,Class 3,,85.33333333333333,19674.0
rac_11238448,Darley British EBF Fillies' Novice Stakes (GBB Race),Ascot,2024-05-01,Flat,Class 2,,9.25,39348.0
rac_11238435,Bet With Ascot Donation Scheme Paradise Stakes (A Queen Anne Stakes Trial) (),Ascot,2024-05-01,Flat,Class 1,Listed,106.2,58212.0
rac_11238422,Commonwealth Cup Trial Stakes  (Registered As The Pavilion Stakes),Ascot,2024-05-01,Flat,Class 1,Group 3,100.7,78696.0
rac_11238409,Longines Sagaro Stakes  (A Gold Cup Trial),Ascot,2024-05-01,Flat,Class 1,Group 3,112.8,77616.0
rac_11238396,Bet £10 Get £10 At Yeeehaaa.Bet Handicap,Brighton,2024-05-01,Flat,Class 6,,61.0,5607.09
rac_11238383,Yeeehaaa.Bet Handicap,Brighton,2024-05-01,Flat,Class 6,,52.0,5607.09
rac_11238370,Best Odds Guaranteed At Yeeehaaa.Bet Handicap,Brighton,2024-05-01,Flat,Class 6,,59.0,5607.09
rac_11238357,Download The Yeeehaaa.Bet App Handicap,Brighton,2024-05-01,Flat,Class 6,,51.0,5607.09
rac_11238344,Yeeehaaa.Bet EBF Restricted Maiden Stakes (For horses In Band D) (EBF Qualifier) (GBB Race),Brighton,2024-05-01,Flat,Class 5,,0.0,6689.16
rac_11238331,Follow Us On X @yeeehaaabet Handicap,Brighton,2024-05-01,Flat,Class 5,,69.88888888888889,8656.56
rac_11263434,HSS Hire Handicap Chase,Punchestown (IRE),2024-05-01,Chase,,Grade 3,139.58823529411765,0.0
rac_11257948,Ladbrokes Punchestown Gold Cup,Punchestown (IRE),2024-05-01,Flat,,Grade 1,164.66666666666666,0.0
rac_11272456,Louis Fitzgerald Hotel Hurdle,Punchestown (IRE),2024-05-01,Hurdle,,,64.78571428571429,0.0
rac_11272443,Connolly's RED MILLS Irish EBF Auction Hurdle Series Final,Punchestown (IRE),2024-05-01,Hurdle,,,73.94117647058823,0.0
rac_11272430,Adare Manor Opportunity Series Final Handicap Hurdle,Punchestown (IRE),2024-05-01,Hurdle,,,117.52173913043478,0.0
